molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4746262,C=CC(=O)N1CC(O)(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,active,303.0
CHEMBL4740933,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,active,225.0
CHEMBL4744271,C=CC(=O)N1CCCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,intermediate,8000.0
CHEMBL4739958,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,19.0
CHEMBL4593663,C=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,32.0
CHEMBL4749522,Cc1c(NC(=O)c2ccc(C3CC3)cc2)cc(F)cc1-c1ncnc2[nH]cc(C3=CCN(C(=O)/C=C/CN4CCCC4)CC3)c12,active,26.0
CHEMBL4789435,C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,66.0
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,5.0
CHEMBL4762397,C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)c12,active,80.0
CHEMBL4752522,CCC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)c12,intermediate,3900.0
CHEMBL4566818,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(-c3ccc(C(=O)N4CCN(C)CC4)cc3)cc12,active,13.0
CHEMBL4789435,C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,6.0
CHEMBL4749522,Cc1c(NC(=O)c2ccc(C3CC3)cc2)cc(F)cc1-c1ncnc2[nH]cc(C3=CCN(C(=O)/C=C/CN4CCCC4)CC3)c12,active,0.6
CHEMBL4593663,C=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,0.9
CHEMBL4739958,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,active,1.0
CHEMBL4744271,C=CC(=O)N1CCCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,active,390.0
CHEMBL4740933,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,active,5.0
CHEMBL4746262,C=CC(=O)N1CC(O)(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,active,1.4
CHEMBL4793026,C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,active,26.0
CHEMBL4795673,C=CC(=O)N(C)C(=O)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,active,1.2
CHEMBL4788086,C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,active,190.0
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,5.0
CHEMBL4762397,C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)c12,active,0.014
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,intermediate,1002.0
CHEMBL4297640,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,active,4.5
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,2.2
CHEMBL4297640,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,active,2.9
CHEMBL4754443,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCN(CCCCCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)n1,active,5.1
CHEMBL4756476,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,active,0.39
CHEMBL4756476,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,active,0.85
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,active,3.0
CHEMBL4741884,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,active,1.7
CHEMBL4741884,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,active,1.8
CHEMBL4789404,COc1ccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc2c1,active,0.63
CHEMBL4754459,COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,active,0.52
CHEMBL4741099,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2cc(Cl)ccn2c1=O,active,0.49
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.94
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,1.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.41
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,0.86
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,1.7
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,1.2
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,180.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.55
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,17.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.26
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,6.3
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.22
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,7.2
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,0.19
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,active,26.0
CHEMBL4741884,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,active,19.0
CHEMBL4741884,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,active,8.5
CHEMBL4789404,COc1ccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc2c1,active,19.0
CHEMBL4754459,COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,active,19.0
CHEMBL4741099,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2cc(Cl)ccn2c1=O,active,3.1
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,12.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,18.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,13.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,19.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,18.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,14.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,300.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,10.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,87.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,6.9
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,600.0
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,6.6
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,170.0
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,7.6
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,active,550.0
CHEMBL4741884,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2ccccn2c1=O,active,410.0
CHEMBL4789404,COc1ccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc2c1,active,140.0
CHEMBL4754459,COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,active,140.0
CHEMBL4741099,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2cc(Cl)ccn2c1=O,intermediate,3000.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,120.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,78.0
CHEMBL4751952,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,69.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,75.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,91.0
CHEMBL4743497,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,active,79.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,162.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,25.0
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,64.0
CHEMBL3891545,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,37.0
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,active,40.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,1.0
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,inactive,10000.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,inactive,10000.0
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,active,14.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,2.0
CHEMBL3928976,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,active,54.0
CHEMBL4755663,CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3ncnc4[nH]ccc34)cc2)cc1,active,142.0
CHEMBL4756023,Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,active,5.0
CHEMBL4763987,CCc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,active,15.0
CHEMBL4778259,CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3ncnc4[nH]ccc34)cc2C(F)(F)F)cc1,active,94.0
CHEMBL4757354,CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3ncnc4[nH]ccc34)cc2C(N)=O)cc1,intermediate,3200.0
CHEMBL4740150,Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,3.0
CHEMBL4764045,Cc1cc(-c2cc(N)ncn2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,9.0
CHEMBL4783488,Cc1cc(-c2ccnc(N)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,6.0
CHEMBL4788285,Cc1cc(-c2ccnc(Nc3ccccc3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,1.8
CHEMBL4791140,Cc1cc(-c2ccnc(Nc3ccccn3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,32.0
CHEMBL4746275,Cc1cc(-c2ccnc(Nc3ccncc3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,0.4
CHEMBL4741954,Cc1nnc(Nc2nccc(-c3ccc(CNC(=O)c4cnc(C(C)(C)C)s4)c(C)c3)n2)s1,active,40.0
CHEMBL4797536,Cc1cc(-c2ccnc(Nc3conc3C)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,1.7
CHEMBL4753530,Cc1cc(-c2ccnc(Nc3cn(C)nn3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,10.0
CHEMBL4792826,Cc1cc(-c2ccnc(Nc3ccn(C)n3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,2.1
CHEMBL4754065,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,0.2
CHEMBL4749757,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)c1nnc(C(C)(C)C)s1,active,2.0
CHEMBL4760128,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)C1CCC(C(C)(C)C)C1,active,2.0
CHEMBL4782313,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CCC(C(C)(C)C)C1,active,0.2
CHEMBL4796367,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(CC(C)C)C1,active,0.4
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,1.0
CHEMBL4789778,O=C(NCc1ccc(-c2ncnc3[nH]ccc23)cc1)c1ccccc1,intermediate,3700.0
CHEMBL4756023,Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,intermediate,7800.0
CHEMBL4746275,Cc1cc(-c2ccnc(Nc3ccncc3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,intermediate,5300.0
CHEMBL4754065,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,active,430.0
CHEMBL4749757,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)c1nnc(C(C)(C)C)s1,intermediate,1400.0
CHEMBL4760128,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)C1CCC(C(C)(C)C)C1,inactive,10000.0
CHEMBL4782313,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CCC(C(C)(C)C)C1,active,350.0
CHEMBL4796367,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(CC(C)C)C1,active,650.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,120.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,400.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,110.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,210.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,54.0
CHEMBL4744041,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1,active,63.0
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,active,0.5
CHEMBL4594348,C=CC(=O)N1CCC[C@@H](c2ccc(C(N)=O)c3[nH]ccc23)C1,active,33.0
CHEMBL4163691,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,active,1.95
CHEMBL3702854,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,active,1.3
CHEMBL4560385,N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,active,0.5
CHEMBL4747506,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,active,5.1
CHEMBL4650323,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1,active,0.7
CHEMBL3651854,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1,intermediate,9400.0
CHEMBL4751655,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CCCO1,active,0.22
CHEMBL4788780,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1(O)CCC1,active,0.52
CHEMBL4756290,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C(C)(C)O,active,0.32
CHEMBL4781173,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C(C)(C)CO,active,0.54
CHEMBL4784814,C[C@H](O)C(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.15
CHEMBL4798236,C[C@@H](O)C(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.19
CHEMBL4764139,Cc1oncc1C(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.45
CHEMBL4761778,COCCC(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.36
CHEMBL4798188,CCC(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.28
CHEMBL4752314,CC(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C,active,0.17
CHEMBL4753001,CC1(C(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)CC[C@@H]2C(F)(F)F)COC1,active,3.7
CHEMBL4746292,COC[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CN1C(=O)C1(C)COC1,active,0.31
CHEMBL4778161,CC1(C(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CC[C@@H]2C(F)F)COC1,active,0.86
CHEMBL4744759,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1(C)COC1,active,0.17
CHEMBL4787427,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)c(F)c4F)c4c(N)nccn34)C2)COC1,active,0.41
CHEMBL4751902,COc1cc(-c2nc([C@@H]3CCCN(C(=O)C4(C)COC4)C3)n3ccnc(N)c23)ccc1C(=O)Nc1cc(C(F)(F)F)ccn1,active,0.98
CHEMBL4794146,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4OC(F)(F)F)c4c(N)nccn34)C2)COC1,active,38.0
CHEMBL4747860,COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CCCN(C(=O)C3(C)COC3)C2)n2ccnc(N)c12,active,1.1
CHEMBL4758341,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)c(Cl)c4)c4c(N)nccn34)C2)COC1,active,6.3
CHEMBL4779908,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)c(F)c4)c4c(N)nccn34)C2)COC1,active,2.5
CHEMBL4750989,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5ncc(C#N)s5)cc4F)c4c(N)nccn34)C2)COC1,active,120.0
CHEMBL4784093,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5nccs5)cc4F)c4c(N)nccn34)C2)COC1,active,3.2
CHEMBL4757012,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)cn1,active,15.0
